"ASV"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"ASV12913"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV12914"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV12915"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV12916"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV12917"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV12918"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV12919"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV12920"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV12921"	"Eukaryota"	"Mollusca"	"Bivalvia"	"Mytiloida"	"Mytilidae"	"Arcuatula"	"Arcuatula_senhousia"
"ASV12922"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV12923"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV12924"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV12925"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV12926"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV12927"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV12928"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV12929"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV12930"	"Eukaryota"	"Peridiniales"	"Dinophyceae_6"	"Peridiniales"	"Heterocapsaceae"	"Heterocapsa"	"Heterocapsa_circularisquama"
"ASV12931"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV12932"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV12933"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV12934"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV12935"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV12936"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV12937"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV12938"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV12939"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV12940"	"Eukaryota"	"Cnidaria"	"Hydrozoa"	"Anthoathecata"	"Corynidae"	"Sarsia"	NA
"ASV12941"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV12942"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV12943"	"Eukaryota"	"Ascomycota"	NA	NA	NA	NA	NA
"ASV12944"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV12945"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV12946"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV12947"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV12948"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV12949"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV12950"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV12951"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV12952"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV12953"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV12954"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV12955"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV12956"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV12957"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV12958"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV12959"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV12960"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV12961"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV12962"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV12963"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV12964"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV12965"	"Eukaryota"	"Mollusca"	"Bivalvia"	"Veneroida"	"Semelidae"	"Abra"	"Abra_nitida"
"ASV12966"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV12967"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV12968"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV12969"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV12970"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV12971"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV12972"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV12973"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV12974"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV12975"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV12976"	"Eukaryota"	"Bacillariophyta"	"Bacillariophyceae"	"Bacillariales"	"Bacillariaceae"	"Nitzschia"	"Nitzschia_palea"
"ASV12977"	"Eukaryota"	"Bryozoa"	"Gymnolaemata"	"Cheilostomatida"	"Calloporidae"	"Callopora"	"Callopora_lineata"
"ASV12978"	"Eukaryota"	"Bryozoa"	"Gymnolaemata"	"Cheilostomatida"	"Calloporidae"	"Callopora"	"Callopora_lineata"
"ASV12979"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV12980"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV12981"	"Eukaryota"	"Bryozoa"	"Gymnolaemata"	"Cheilostomatida"	"Bugulidae"	"Bugulina"	"Bugulina_fulva"
"ASV12982"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV12983"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV12984"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV12985"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV12986"	"Eukaryota"	"Arthropoda"	NA	NA	NA	NA	NA
"ASV12987"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV12988"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV12989"	"Eukaryota"	"Annelida"	"Polychaeta"	"Terebellida"	"Ctenodrilidae"	"Ctenodrilus"	"Ctenodrilus_serratus"
"ASV12990"	"Eukaryota"	"Annelida"	"Polychaeta"	"Dinophilidae"	"Dinophilidae"	"Dimorphilus"	"Dimorphilus_gyrociliatus"
"ASV12991"	"Eukaryota"	"Annelida"	"Polychaeta"	"Dinophilidae"	"Dinophilidae"	"Dimorphilus"	"Dimorphilus_gyrociliatus"
"ASV12992"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV12993"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV12994"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV12995"	"Eukaryota"	"Arthropoda"	"Insecta"	NA	NA	NA	NA
"ASV12996"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV12997"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV12998"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV12999"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13000"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13001"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13002"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13003"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13004"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13005"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13006"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13007"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13008"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13009"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13010"	"Eukaryota"	"Annelida"	"Polychaeta"	"Phyllodocida"	"Hesionidae"	"Syllidia"	"Syllidia_armata"
"ASV13011"	"Eukaryota"	"Annelida"	"Polychaeta"	"Phyllodocida"	"Hesionidae"	"Syllidia"	"Syllidia_armata"
"ASV13012"	"Eukaryota"	"Annelida"	"Polychaeta"	"Phyllodocida"	"Hesionidae"	"Syllidia"	"Syllidia_armata"
"ASV13013"	"Eukaryota"	"Annelida"	"Polychaeta"	"Phyllodocida"	"Hesionidae"	"Syllidia"	"Syllidia_armata"
"ASV13014"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Sessilia"	"Balanidae"	"Perforatus"	"Perforatus_perforatus"
"ASV13015"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Sessilia"	"Balanidae"	"Perforatus"	"Perforatus_perforatus"
"ASV13016"	"Eukaryota"	"Arthropoda"	NA	NA	NA	NA	NA
"ASV13017"	"Eukaryota"	"Arthropoda"	"Malacostraca"	"Decapoda"	"Porcellanidae"	"Pisidia"	"Pisidia_longicornis"
"ASV13018"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13019"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Sessilia"	"Verrucidae"	"Verruca"	"Verruca_stroemia"
"ASV13020"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Sessilia"	"Verrucidae"	"Verruca"	"Verruca_stroemia"
"ASV13021"	"Eukaryota"	"Annelida"	"Polychaeta"	"Phyllodocida"	"Phyllodocidae"	"Eumida"	"Eumida_merope"
"ASV13022"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13023"	"Eukaryota"	"Chordata"	"Ascidiacea"	"Stolidobranchia"	"Styelidae"	"Botryllus"	"Botryllus_schlosseri"
"ASV13024"	"Eukaryota"	"Chordata"	"Ascidiacea"	"Stolidobranchia"	"Styelidae"	NA	NA
"ASV13025"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13026"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13027"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13028"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13029"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13030"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13031"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13032"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13033"	"Eukaryota"	"Myzocytiopsidales"	"Oomycota_3"	"Myzocytiopsidales"	"Eurychasmataceae"	"Eurychasma"	"Eurychasma_dicksonii"
"ASV13034"	"Eukaryota"	"Myzocytiopsidales"	"Oomycota_3"	"Myzocytiopsidales"	"Eurychasmataceae"	"Eurychasma"	"Eurychasma_dicksonii"
"ASV13035"	"Eukaryota"	"Myzocytiopsidales"	"Oomycota_3"	"Myzocytiopsidales"	"Eurychasmataceae"	"Eurychasma"	"Eurychasma_dicksonii"
"ASV13036"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13037"	"Eukaryota"	"Annelida"	"Polychaeta"	"Capitellida"	"Capitellidae"	"Capitella"	"Capitella_capitata"
"ASV13038"	"Eukaryota"	"Annelida"	"Polychaeta"	"Sabellida"	"Serpulidae"	"Hydroides"	"Hydroides_elegans"
"ASV13039"	"Eukaryota"	"Echinodermata"	"Echinoidea"	"Echinoida"	"Strongylocentrotidae"	"Strongylocentrotus"	"Strongylocentrotus_droebachiensis"
"ASV13040"	"Eukaryota"	"Nemertea"	"Enopla"	"Monostilifera"	"Oerstediidae"	"Oerstedia"	"Oerstedia_dorsalis"
"ASV13041"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Acartiidae"	"Acartia"	"Acartia_hudsonica"
"ASV13042"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Acartiidae"	"Acartia"	"Acartia_hudsonica"
"ASV13043"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13044"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13045"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13046"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13047"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13048"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13049"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13050"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13051"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13052"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13053"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13054"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13055"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13056"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13057"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13058"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13059"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13060"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13061"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13062"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13063"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13064"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13065"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13066"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13067"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13068"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13069"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13070"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13071"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13072"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13073"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13074"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13075"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13076"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13077"	"Eukaryota"	"Cnidaria"	NA	NA	NA	NA	NA
"ASV13078"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13079"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13080"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13081"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13082"	"Eukaryota"	"Arthropoda"	"Branchiopoda"	"Diplostraca"	"Podonidae"	"Evadne"	"Evadne_nordmanni"
"ASV13083"	"Eukaryota"	"Annelida"	"Polychaeta"	"Dinophilidae"	"Dinophilidae"	"Dinophilus"	"Dinophilus_vorticoides"
"ASV13084"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13085"	"Eukaryota"	"Arthropoda"	"Branchiopoda"	"Diplostraca"	"Podonidae"	"Podon"	"Podon_intermedius"
"ASV13086"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13087"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13088"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13089"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13090"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Sessilia"	"Balanidae"	"Balanus"	"Balanus_rostratus"
"ASV13091"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13092"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13093"	"Eukaryota"	"Chordata"	"Actinopteri"	"Perciformes"	"Zoarcidae"	"Zoarces"	NA
"ASV13094"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13095"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13096"	"Eukaryota"	"Cnidaria"	"Staurozoa"	"Stauromedusae"	"Haliclystidae"	"Haliclystus"	"Haliclystus_tenuis"
"ASV13097"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13098"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13099"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13100"	"Eukaryota"	"Cnidaria"	"Hydrozoa"	"Anthoathecata"	"Corynidae"	"Sarsia"	"Sarsia_lovenii"
"ASV13101"	"Eukaryota"	"Bacillariophyta"	NA	NA	NA	NA	NA
"ASV13102"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13103"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13104"	"Eukaryota"	"Cnidaria"	"Anthozoa"	"Actiniaria"	"Actiniidae"	NA	NA
"ASV13105"	"Eukaryota"	"Cnidaria"	"Anthozoa"	"Actiniaria"	"Actiniidae"	NA	NA
"ASV13106"	"Eukaryota"	"Cnidaria"	"Hydrozoa"	"Anthoathecata"	"Corynidae"	"Sarsia"	"Sarsia_tubulosa"
"ASV13107"	"Eukaryota"	"Mollusca"	"Gastropoda"	"Nudibranchia"	"Tergipedidae"	"Tergipes"	"Tergipes_tergipes"
"ASV13108"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13109"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13110"	"Eukaryota"	"Mollusca"	"Bivalvia"	"Veneroida"	"Veneridae"	"Chamelea"	"Chamelea_striatula"
"ASV13111"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13112"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13113"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13114"	"Eukaryota"	"Mollusca"	"Gastropoda"	"Nudibranchia"	"Onchidorididae"	"Onchidoris"	"Onchidoris_bilamellata"
"ASV13115"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13116"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13117"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13118"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13119"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13120"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13121"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13122"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13123"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13124"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13125"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13126"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13127"	"Eukaryota"	"Bacillariophyta"	"Bacillariophyceae"	"Bacillariales"	"Bacillariaceae"	"Nitzschia"	"Nitzschia_longissima"
"ASV13128"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13129"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13130"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13131"	"Eukaryota"	"Cnidaria"	"Hydrozoa"	"Anthoathecata"	"Corynidae"	"Sarsia"	"Sarsia_tubulosa"
"ASV13132"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13133"	"Eukaryota"	"Mollusca"	"Gastropoda"	"Nudibranchia"	"Eubranchidae"	"Eubranchus"	"Eubranchus_exiguus"
"ASV13134"	"Eukaryota"	"Mollusca"	"Gastropoda"	"Nudibranchia"	"Eubranchidae"	"Eubranchus"	"Eubranchus_exiguus"
"ASV13135"	"Eukaryota"	"Mollusca"	"Gastropoda"	"Nudibranchia"	"Eubranchidae"	"Eubranchus"	"Eubranchus_exiguus"
"ASV13136"	"Eukaryota"	"Mollusca"	"Gastropoda"	"Nudibranchia"	"Eubranchidae"	"Eubranchus"	"Eubranchus_rupium"
"ASV13137"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13138"	"Eukaryota"	"Mollusca"	"Gastropoda"	"Nudibranchia"	"Facelinidae"	"Favorinus"	"Favorinus_branchialis"
"ASV13139"	"Eukaryota"	"Mollusca"	"Gastropoda"	"Nudibranchia"	"Facelinidae"	"Favorinus"	"Favorinus_branchialis"
"ASV13140"	"Eukaryota"	"Annelida"	"Polychaeta"	"Sabellida"	"Serpulidae"	"Hydroides"	"Hydroides_elegans"
"ASV13141"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13142"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13143"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13144"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13145"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13146"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13147"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13148"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13149"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13150"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13151"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13152"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13153"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13154"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13155"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13156"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13157"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13158"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13159"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13160"	"Eukaryota"	"Arthropoda"	NA	NA	NA	NA	NA
"ASV13161"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13162"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13163"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13164"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13165"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13166"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13167"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13168"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13169"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13170"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13171"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13172"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13173"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13174"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13175"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13176"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13177"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13178"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13179"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13180"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13181"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13182"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13183"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13184"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13185"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13186"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13187"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13188"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13189"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13190"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13191"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13192"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13193"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13194"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13195"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13196"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13197"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13198"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13199"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13200"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13201"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13202"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13203"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13204"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13205"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13206"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13207"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13208"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13209"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13210"	"Eukaryota"	"Arthropoda"	"Malacostraca"	"Decapoda"	"Hippolytidae"	"Thoralus"	"Thoralus_cranchii"
"ASV13211"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13212"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13213"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13214"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13215"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13216"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13217"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13218"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13219"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13220"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13221"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13222"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13223"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13224"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13225"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13226"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13227"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13228"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13229"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13230"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13231"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13232"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13233"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13234"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13235"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13236"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13237"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13238"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13239"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13240"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13241"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13242"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13243"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13244"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13245"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13246"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"ASV13247"	"Eukaryota"	NA	NA	NA	NA	NA	NA
